id,name,test_type,test_type_codes,keys,duration_minutes,languages,job_levels,remote,adaptive,description,url
170,Managerial Scenarios Narrative Report,B,B,Biodata & Situational Judgment,,,Front Line Manager;Manager;Mid-Professional;Professional Individual Contributor,True,False,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",https://www.shl.com/products/product-catalog/view/managerial-scenarios-narrative-report/
171,Managerial Scenarios Profile Report,B,B,Biodata & Situational Judgment,,,Front Line Manager;Manager;Mid-Professional;Professional Individual Contributor,True,False,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",https://www.shl.com/products/product-catalog/view/managerial-scenarios-profile-report/
172,Manual Testing (New),K,K,Knowledge & Skills,10,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of the software testing life cycle, testing tools and techniques, design of test cases and generation of test reports.",https://www.shl.com/products/product-catalog/view/manual-testing-new/
173,Marketing (New),K,K,Knowledge & Skills,9,English (USA),Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"Multi-choice test that measures the conceptual knowledge of marketing principles, market research, consumer behavior, brand management, sales management, channel management and advertisement management.",https://www.shl.com/products/product-catalog/view/marketing-new/
174,Maven (New),K,K,Knowledge & Skills,7,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of Maven installation, dependencies, Project Object Model (POM), builds and plugins.",https://www.shl.com/products/product-catalog/view/maven-new/
175,Mechanical Engineering (New),K,K,Knowledge & Skills,7,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the conceptual knowledge of fluid and machine mechanics, thermodynamics, IC engines and manufacturing science.",https://www.shl.com/products/product-catalog/view/mechanical-engineering-new/
176,Mechatronics Engineering (New),K,K,Knowledge & Skills,19,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators, computational elements and application of mechatronic systems.",https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/
177,Medical Terminology (New),K,K,Knowledge & Skills,3,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis.",https://www.shl.com/products/product-catalog/view/medical-terminology-new/
178,Metallurgical Engineering (New),K,K,Knowledge & Skills,10,English (USA),Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"Multi-choice test that measures the knowledge of process metallurgy, industrial metallurgy and physical metallurgy.",https://www.shl.com/products/product-catalog/view/metallurgical-engineering-new/
179,MFS 360 Enterprise Leadership Report,D,D,Development & 360,,,,True,False,"The layout of this report follows the standard MFS 360 report but this is based on the Enterprise Leadership competency model, not the UCF model. The report text has been updated as well to reflect that.",https://www.shl.com/products/product-catalog/view/mfs-360-enterprise-leadership-report/
180,MFS 360 UCF Group Report,D,D,Development & 360,,,,True,False,"This report follows the standard layout of the 360 report but incorporates the average scores for a group of participants. The report can be generated for all participants on a project, or a dedicated group can be created in MFS for a group that includes participants across multiple projects. The report does not include the open questions even when they were part of the questionnaire. Developments tips are not available in this report.",https://www.shl.com/products/product-catalog/view/mfs-360-ucf-group-report/
181,MFS 360 UCF Performance Potential Dev Tips Report,D,D,Development & 360,,,,True,False,"This report is more or less identical to the standard MFS report but with an additional section that looks at the performance versus the potential and plots the competencies on a four field grid to identify developed strengths, natural strengths, development need, or untapped potential.  The report text has been updated to reflect the inclusion of the OPQ, and the potential is also shown in the competency summary part of the report. The OPQ scores that feed into this report will need to be uploaded into MFS using an upload sheet based on a score extract from SODA or TC. This particular example report also includes development tips which are an optional extra.",https://www.shl.com/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/
